"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
winograd_q_153,questionnaire_neurological_and_neurogenerative_dis,,radio,"153. Thomson visited Cooper's grave in 17 At that date he had been dead for five years. Who had been dead for five years?","correct, Cooper | incorrect, Thomson",,,,,,,,LV,,,,
winograd_q_154,questionnaire_neurological_and_neurogenerative_dis,,radio,"154. Thomson visited Cooper's grave in 17 At that date he had been travelling for five years. Who had been travelling for five years?","incorrect, Cooper | correct, Thomson",,,,,,,,LV,,,,
winograd_q_155,questionnaire_neurological_and_neurogenerative_dis,,radio,"155. Jackson was greatly influenced by Arnold, though he lived two centuries earlier. Who lived earlier?","correct, Arnold | incorrect, Jackson",,,,,,,,LV,,,,
winograd_q_156,questionnaire_neurological_and_neurogenerative_dis,,radio,"156. Jackson was greatly influenced by Arnold, though he lived two centuries later. Who lived later?","incorrect, Arnold | correct, Jackson",,,,,,,,LV,,,,
winograd_q_157,questionnaire_neurological_and_neurogenerative_dis,,radio,"157. Tom's daughter Eva is engaged to Dr. Stewart, who is his partner. The two doctors have known one another for ten years. Which two people have known one another for ten years?","correct, Tom and Dr. Stewart | incorrect, Eva and Dr. Stewart",,,,,,,,LV,,,,
winograd_q_158,questionnaire_neurological_and_neurogenerative_dis,,radio,"158. Tom's daughter Eva is engaged to Dr. Stewart, who is his partner. The two lovers have known one another for ten years. Which two people have known one another for ten years?","incorrect, Tom and Dr. Stewart | correct, Eva and Dr. Stewart",,,,,,,,LV,,,,
winograd_q_159,questionnaire_neurological_and_neurogenerative_dis,,radio,"159. I can't cut that tree down with that axe; it is too thick. What is too thick?","correct, The tree | incorrect, The axe",,,,,,,,LV,,,,
winograd_q_160,questionnaire_neurological_and_neurogenerative_dis,,radio,"160. I can't cut that tree down with that axe; it is too small. What is too small?","incorrect, The tree | correct, The axe",,,,,,,,LV,,,,
winograd_q_161,questionnaire_neurological_and_neurogenerative_dis,,radio,"161. The foxes are getting in at night and attacking the chickens. I shall have to guard them. What do I have to guard?","correct, The chickens | incorrect, The foxes",,,,,,,,LV,,,,
winograd_q_162,questionnaire_neurological_and_neurogenerative_dis,,radio,"162. The foxes are getting in at night and attacking the chickens. I shall have to kill them. What do I have to kill?","incorrect, The chickens | correct, The foxes",,,,,,,,LV,,,,
winograd_q_163,questionnaire_neurological_and_neurogenerative_dis,,radio,"163. The foxes are getting in at night and attacking the chickens. They have gotten very bold. What has gotten bold?","correct, The foxes | incorrect, The chickens",,,,,,,,LV,,,,
winograd_q_164,questionnaire_neurological_and_neurogenerative_dis,,radio,"164. The foxes are getting in at night and attacking the chickens. They have gotten very nervous. What has gotten nervous?","incorrect, The foxes | correct, The chickens",,,,,,,,LV,,,,
winograd_q_165,questionnaire_neurological_and_neurogenerative_dis,,radio,"165. Fred covered his eyes with his hands, because the wind was blowing sand around. He opened them when the wind stopped. What did Fred opened?","correct, His eyes | incorrect, His hands",,,,,,,,LV,,,,
winograd_q_166,questionnaire_neurological_and_neurogenerative_dis,,radio,"166. Fred covered his eyes with his hands, because the wind was blowing sand around. He lowered them when the wind stopped. What did Fred lowered?","incorrect, His eyes | correct, His hands",,,,,,,,LV,,,,
winograd_q_167,questionnaire_neurological_and_neurogenerative_dis,,radio,"167. The actress used to be named Terpsichore, but she changed it to Tina a few years ago, because she figured it was easier to pronounce. Which name was easier to pronounce?","correct, Tina | incorrect, Terpsichore",,,,,,,,LV,,,,
winograd_q_168,questionnaire_neurological_and_neurogenerative_dis,,radio,"168. The actress used to be named Terpsichore, but she changed it to Tina a few years ago, because she figured it was too hard to pronounce. Which name was too hard to pronounce?","incorrect, Tina | correct, Terpsichore",,,,,,,,LV,,,,
winograd_q_169,questionnaire_neurological_and_neurogenerative_dis,,radio,"169. Fred watched TV while George went out to buy groceries. After an hour he got up. Who got up?","correct, Fred | incorrect, George",,,,,,,,LV,,,,
winograd_q_170,questionnaire_neurological_and_neurogenerative_dis,,radio,"170. Fred watched TV while George went out to buy groceries. After an hour he got back. Who got back?","incorrect, Fred | correct, George",,,,,,,,LV,,,,
winograd_q_171,questionnaire_neurological_and_neurogenerative_dis,,radio,"171. Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned it on. What did Fred turn on?","correct, The dishwasher | incorrect, The television",,,,,,,,LV,,,,
winograd_q_172,questionnaire_neurological_and_neurogenerative_dis,,radio,"172. Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned it off. What did Fred turn off?","incorrect, The dishwasher | correct, The television",,,,,,,,LV,,,,
winograd_q_173,questionnaire_neurological_and_neurogenerative_dis,,radio,"173. Fred is the only man still alive who remembers my great-grandfather. He is a remarkable man. Who is a remarkable man?","correct, Fred | incorrect, My great-grandfather",,,,,,,,LV,,,,
winograd_q_174,questionnaire_neurological_and_neurogenerative_dis,,radio,"174. Fred is the only man still alive who remembers my great-grandfather. He was a remarkable man. Who was a remarkable man?","incorrect, Fred | correct, My great-grandfather",,,,,,,,LV,,,,
winograd_q_175,questionnaire_neurological_and_neurogenerative_dis,,radio,"175. Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, he was twelve years old. Who was twelve years old?","correct, Fred | incorrect, My father",,,,,,,,,,,,
winograd_q_176,questionnaire_neurological_and_neurogenerative_dis,,radio,"176. Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, he was twelve months old. Who was twelve months old?","incorrect, Fred | correct, My father",,,,,,,,,,,,
winograd_q_177,questionnaire_neurological_and_neurogenerative_dis,,radio,"177. In July, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger, they were victorious within weeks. Who was victorious?","correct, Yakutsk | incorrect, Kamchatka",,,,,,,,,,,,
winograd_q_178,questionnaire_neurological_and_neurogenerative_dis,,radio,"178. In July, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger, they were defeated within weeks. Who was defeated?","incorrect, Yakutsk | correct, Kamchatka",,,,,,,,,,,,
winograd_q_179,questionnaire_neurological_and_neurogenerative_dis,,radio,"179. Elizabeth moved her company from Sparta to Troy to save money on taxes; the taxes are much higher there. Where are the taxes higher?","correct, In Sparta | incorrect, In Troy",,,,,,,,,,,,
winograd_q_180,questionnaire_neurological_and_neurogenerative_dis,,radio,"180. Elizabeth moved her company from Sparta to Troy to save money on taxes; the taxes are much lower there. Where are the taxes lower?","incorrect, In Sparta | correct, In Troy",,,,,,,,,,,,
winograd_q_181,questionnaire_neurological_and_neurogenerative_dis,,radio,"181. Esther figures that she will save shipping costs if she builds her factory in Springfield instead of Franklin, because most of her customers live there. In which town do most of Esther's customers live?","correct, Springfield | incorrect, Franklin",,,,,,,,,,,,
winograd_q_182,questionnaire_neurological_and_neurogenerative_dis,,radio,"182. Esther figures that she will save shipping costs if she builds her factory in Springfield instead of Franklin, because none of her customers live there. In which town do none of Esther's customers live?","incorrect, Springfield | correct, Franklin",,,,,,,,,,,,
winograd_q_183,questionnaire_neurological_and_neurogenerative_dis,,radio,"183. There are too many deer in the park, so the park service brought in a small pack of wolves. The population should increase over the next few years. Which population will increase?","correct, The wolves | incorrect, The deer",,,,,,,,LV,,,,
winograd_q_184,questionnaire_neurological_and_neurogenerative_dis,,radio,"184. There are too many deer in the park, so the park service brought in a small pack of wolves. The population should decrease over the next few years. Which population will decrease?","incorrect, The wolves | correct, The deer",,,,,,,,LV,,,,
winograd_q_185,questionnaire_neurological_and_neurogenerative_dis,,radio,"185. Archaeologists have concluded that humans lived in Laputa 20,000 years ago. They hunted for deer on the river banks. Who hunted for deer?","correct, The prehistoric humans | incorrect, The archaeologists",,,,,,,,LV,,,,
winograd_q_186,questionnaire_neurological_and_neurogenerative_dis,,radio,"186. Archaeologists have concluded that humans lived in Laputa 20,000 years ago. They hunted for evidence on the river banks. Who hunted for evidence?","incorrect, The prehistoric humans | correct, The archaeologists",,,,,,,,LV,,,,
winograd_q_187,questionnaire_neurological_and_neurogenerative_dis,,radio,"187. The scientists are studying three species of fish that have recently been found living in the Indian Ocean. They appeared two years ago. Who or what appeared two years ago?","correct, The fish | incorrect, The scientists",,,,,,,,LV,,,,
winograd_q_188,questionnaire_neurological_and_neurogenerative_dis,,radio,"188. The scientists are studying three species of fish that have recently been found living in the Indian Ocean. They began two years ago. Who or what began two years ago?","incorrect, The fish | correct, The scientists",,,,,,,,LV,,,,
winograd_q_189,questionnaire_neurological_and_neurogenerative_dis,,radio,"189. The journalists interviewed the stars of the new movie. They were very cooperative, so the interview lasted for a long time. Who was cooperative?","correct, The stars | incorrect, The journalists",,,,,,,,LV,,,,
winograd_q_190,questionnaire_neurological_and_neurogenerative_dis,,radio,"190. The journalists interviewed the stars of the new movie. They were very persistent, so the interview lasted for a long time. Who was persistent?","incorrect, The stars | correct, The journalists",,,,,,,,LV,,,,
winograd_q_191,questionnaire_neurological_and_neurogenerative_dis,,radio,"191. The police arrested all of the gang members. They were trying to run the drug trade in the neighborhood. Who was trying to run the drug trade?","correct, The gang | incorrect, The police",,,,,,,,LV,,,,
winograd_q_192,questionnaire_neurological_and_neurogenerative_dis,,radio,"192. The police arrested all of the gang members. They were trying to stop the drug trade in the neighborhood. Who was trying to stop the drug trade?","incorrect, The gang | correct, The police",,,,,,,,LV,,,,
winograd_q_193,questionnaire_neurological_and_neurogenerative_dis,,radio,"193. I put the cake away in the refrigerator. It has a lot of butter in it. What has a lot of butter?","correct, The cake | incorrect, The refrigerator",,,,,,,,LV,,,,
winograd_q_194,questionnaire_neurological_and_neurogenerative_dis,,radio,"194. I put the cake away in the refrigerator. It has a lot of leftovers in it. What has a lot of leftovers?","incorrect, The cake | correct, The refrigerator",,,,,,,,LV,,,,
winograd_q_195,questionnaire_neurological_and_neurogenerative_dis,,radio,"195. Sam broke both his ankles and he's walking with crutches. But a month or so from now they should be better. What should be better?","correct, The ankles | incorrect, The crutches",,,,,,,,LV,,,,
winograd_q_196,questionnaire_neurological_and_neurogenerative_dis,,radio,"196. Sam broke both his ankles and he's walking with crutches. But a month or so from now they should be unnecessary. What should be unnecessary?","incorrect, The ankles | correct, The crutches",,,,,,,,LV,,,,
winograd_q_197,questionnaire_neurological_and_neurogenerative_dis,,radio,"197. When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents. They were very much in the majority. Who were in the majority?","correct, The opponents | incorrect, The sponsors",,,,,,,,LV,,,,
winograd_q_198,questionnaire_neurological_and_neurogenerative_dis,,radio,"198. When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents. They were very much in the minority. Who were in the minority?","incorrect, The opponents | correct, The sponsors",,,,,,,,LV,,,,
winograd_q_199,questionnaire_neurological_and_neurogenerative_dis,,radio,"199. Everyone really loved the oatmeal cookies; only a few people liked the chocolate chip cookies. Next time, we should make more of them. Which cookie should we make more of, next time?","correct, The oatmeal cookies | incorrect, The chocolate chip",,,,,,,,LV,,,,
winograd_q_200,questionnaire_neurological_and_neurogenerative_dis,,radio,"200. Everyone really loved the oatmeal cookies; only a few people liked the chocolate chip cookies. Next time, we should make fewer of them. Which cookie should we make fewer of, next time?","incorrect, The oatmeal cookies | correct, The chocolate chip",,,,,,,,LV,,,,
winograd_q_201,questionnaire_neurological_and_neurogenerative_dis,,radio,"201. We had hoped to place copies of our newsletter on all the chairs in the auditorium, but there were simply not enough of them. There are not enough of what?","incorrect, Chairs | correct, Copies of the newsletter",,,,,,,,LV,,,,
winograd_q_202,questionnaire_neurological_and_neurogenerative_dis,,radio,"202. We had hoped to place copies of our newsletter on all the chairs in the auditorium, but there were simply too many of them. There are too many of what?","correct, Chairs | incorrect, Copies of the newsletter",,,,,,,,LV,,,,
winograd_q_203,questionnaire_neurological_and_neurogenerative_dis,,radio,"203. I stuck a pin through a carrot. When I pulled the pin out, it left a hole. What left a hole?","correct, The pin | incorrect, The carrot",,,,,,,,LV,,,,
winograd_q_204,questionnaire_neurological_and_neurogenerative_dis,,radio,"204. I stuck a pin through a carrot. When I pulled the pin out, it had a hole. What had a hole?","incorrect, The pin | correct, The carrot",,,,,,,,LV,,,,
winograd_q_205,questionnaire_neurological_and_neurogenerative_dis,,radio,"205. I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because it got full of ink. What got full of ink?","correct, The coffee | incorrect, The pen",,,,,,,,LV,,,,
winograd_q_206,questionnaire_neurological_and_neurogenerative_dis,,radio,"206. I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because it got full of coffee. What got full of coffee?","incorrect, The coffee | correct, The pen",,,,,,,,LV,,,,
winograd_q_207,questionnaire_neurological_and_neurogenerative_dis,,radio,"207. Steve follows Fred's example in everything. He admires him hugely. Who admires whom?","correct, Steve admires Fred | incorrect, Fred influences Steve",,,,,,,,LV,,,,
winograd_q_208,questionnaire_neurological_and_neurogenerative_dis,,radio,"208. Steve follows Fred's example in everything. He influences him hugely. Who influences whom?","incorrect, Steve admires Fred | correct, Fred influences Steve",,,,,,,,LV,,,,
winograd_q_209,questionnaire_neurological_and_neurogenerative_dis,,radio,"209. The table won't fit through the doorway because it is too wide. What is too wide?","correct, The table | incorrect, The doorway",,,,,,,,LV,,,,
winograd_q_210,questionnaire_neurological_and_neurogenerative_dis,,radio,"210. The table won't fit through the doorway because it is too narrow. What is too narrow?","incorrect, The table | correct, The doorway",,,,,,,,LV,,,,
winograd_q_211,questionnaire_neurological_and_neurogenerative_dis,,radio,"211. Grace was happy to trade me her sweater for my jacket. She thinks it looks great on her. What looks great on Grace?","correct, The jacket | incorrect, The sweater",,,,,,,,LV,,,,
winograd_q_212,questionnaire_neurological_and_neurogenerative_dis,,radio,"212. Grace was happy to trade me her sweater for my jacket. She thinks it looks dowdy on her. What looks dowdy on Grace?","incorrect, The jacket | correct, The sweater",,,,,,,,LV,,,,
winograd_q_213,questionnaire_neurological_and_neurogenerative_dis,,radio,"213. Bill thinks that calling attention to himself was rude to Bert. Who called attention to himself?","correct, Bill | incorrect, Bert",,,,,,,,LV,,,,
winograd_q_214,questionnaire_neurological_and_neurogenerative_dis,,radio,"214. Bill thinks that calling attention to himself was rude of Bert. Who called attention to himself?","incorrect, Bill | correct, Bert",,,,,,,,LV,,,,
winograd_q_215,questionnaire_neurological_and_neurogenerative_dis,,radio,"215. John hired Bill to take care of him. Who is taking care of whom?","correct, Bill is taking care of John | incorrect, John is taking care of Bill",,,,,,,,LV,,,,
winograd_q_216,questionnaire_neurological_and_neurogenerative_dis,,radio,"216. John hired himself out to Bill to take care of him. Who is taking care of whom?","incorrect, Bill is taking care of John | correct, John is taking care of Bill",,,,,,,,LV,,,,
winograd_q_217,questionnaire_neurological_and_neurogenerative_dis,,radio,"217. John promised Bill to leave, so an hour later he left. Who left?","correct, John | incorrect, Bill",,,,,,,,LV,,,,
winograd_q_218,questionnaire_neurological_and_neurogenerative_dis,,radio,"218. John ordered Bill to leave, so an hour later he left. Who left?","incorrect, John | correct, Bill",,,,,,,,LV,,,,
winograd_q_219,questionnaire_neurological_and_neurogenerative_dis,,radio,"219. Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his childhood. Who faced difficulties?","correct, Xenophanes | incorrect, Sam",,,,,,,,LV,,,,
winograd_q_220,questionnaire_neurological_and_neurogenerative_dis,,radio,"220. Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his research. Who faced difficulties?","incorrect, Xenophanes | correct, Sam",,,,,,,,LV,,,,
winograd_q_221,questionnaire_neurological_and_neurogenerative_dis,,radio,"221. Emma's mother had died long ago, and her place had been taken by an excellent woman as governess. Whose place had been taken?","correct, Emma's mother | incorrect, Emma",,,,,,,,LV,,,,
winograd_q_222,questionnaire_neurological_and_neurogenerative_dis,,radio,"222. Emma's mother had died long ago, and her education had been taken care by an excellent woman as governess. Whose education had been taken care of?","incorrect, Emma's mother | correct, Emma",,,,,,,,LV,,,,
winograd_q_223,questionnaire_neurological_and_neurogenerative_dis,,radio,"223. Jane knocked on Susan's door but she did not answer. Who did not answer?","correct, Susan | incorrect, Jane",,,,,,,,LV,,,,
winograd_q_224,questionnaire_neurological_and_neurogenerative_dis,,radio,"224. Jane knocked on Susan's door but she did not get an answer. Who did not get an answer?","incorrect, Susan | correct, Jane",,,,,,,,LV,,,,
winograd_q_225,questionnaire_neurological_and_neurogenerative_dis,,radio,"225. Joe paid the detective after he received the final report on the case. Who received the final report?","correct, Joe | incorrect, The detective",,,,,,,,LV,,,,
winograd_q_226,questionnaire_neurological_and_neurogenerative_dis,,radio,"226. Joe paid the detective after he delivered the final report on the case. Who delivered the final report?","incorrect, Joe | correct, The detective",,,,,,,,LV,,,,
winograd_q_227,questionnaire_neurological_and_neurogenerative_dis,,radio,"227. Beth didn't get angry with Sally, who had cut her off, because she stopped and counted to ten. Who counted to ten?","correct, Beth | incorrect, Sally",,,,,,,,LV,,,,
winograd_q_228,questionnaire_neurological_and_neurogenerative_dis,,radio,"228. Beth didn't get angry with Sally, who had cut her off, because she stopped and apologized. Who apologized?","incorrect, Beth | correct, Sally",,,,,,,,LV,,,,
winograd_q_229,questionnaire_neurological_and_neurogenerative_dis,,radio,"229. Jim signaled the barman and gestured toward his empty glass. Whose empty glass?","correct, Jim | incorrect, The barman",,,,,,,,LV,,,,
winograd_q_230,questionnaire_neurological_and_neurogenerative_dis,,radio,"230. Jim signaled the barman and gestured toward his bathroom key. Whose bathroom key?","incorrect, Jim | correct, The barman",,,,,,,,LV,,,,
winograd_q_231,questionnaire_neurological_and_neurogenerative_dis,,radio,"231. Dan took the rear seat while Bill claimed the front because his 'Dibs!' was quicker. Whose 'Dibs' was quicker?","correct, Bill | incorrect, Dan",,,,,,,,LV,,,,
winograd_q_232,questionnaire_neurological_and_neurogenerative_dis,,radio,"232. Dan took the rear seat while Bill claimed the front because his 'Dibs!'' was slow. Whose 'Dibs' was slow?","incorrect, Bill | correct, Dan",,,,,,,,LV,,,,
winograd_q_233,questionnaire_neurological_and_neurogenerative_dis,,radio,"233. Tom said 'Check' to Ralph as he took his bishop. Whose bishop did Tom take?","correct, Ralph's | incorrect, Tom's",,,,,,,,LV,,,,
winograd_q_234,questionnaire_neurological_and_neurogenerative_dis,,radio,"234. Tom said 'Check' to Ralph as he moved his bishop. Whose bishop did Tom moved?","incorrect, Ralph's | correct, Tom's",,,,,,,,LV,,,,
winograd_q_235,questionnaire_neurological_and_neurogenerative_dis,,radio,"235. As Andrea in the crop duster passed over Susan, she could see the landing strip. Who could see the landing strip?","correct, Andrea | incorrect, Susan",,,,,,,,LV,,,,
winograd_q_236,questionnaire_neurological_and_neurogenerative_dis,,radio,"236. As Andrea in the crop duster passed over Susan, she could see the landing gear. Who could see the landing gear?","incorrect, Andrea | correct, Susan",,,,,,,,LV,,,,
winograd_q_237,questionnaire_neurological_and_neurogenerative_dis,,radio,"237. Tom gave Ralph a lift to school so he wouldn't have to walk. Who wouldn't have to walk?","correct, Ralph | incorrect, Tom",,,,,,,,LV,,,,
winograd_q_238,questionnaire_neurological_and_neurogenerative_dis,,radio,"238. Tom gave Ralph a lift to school so he wouldn't have to drive alone. Who wouldn't have to drive alone?","incorrect, Ralph | correct, Tom",,,,,,,,LV,,,,
winograd_q_239,questionnaire_neurological_and_neurogenerative_dis,,radio,"239. Bill passed the half-empty plate to John because he was full. Who was full?","correct, Bill | incorrect, John",,,,,,,,LV,,,,
winograd_q_240,questionnaire_neurological_and_neurogenerative_dis,,radio,"240. Bill passed the half-empty plate to John because he was hungry. Who was hungry?","incorrect, Bill | correct, John",,,,,,,,LV,,,,
winograd_q_241,questionnaire_neurological_and_neurogenerative_dis,,radio,"241. Bill passed the gameboy to John because his turn was over. Whose turn was over?","correct, Bill | incorrect, John",,,,,,,,LV,,,,
winograd_q_242,questionnaire_neurological_and_neurogenerative_dis,,radio,"242. Bill passed the gameboy to John because his turn was next. Whose turn was next?","incorrect, Bill | correct, John",,,,,,,,LV,,,,
winograd_q_243,questionnaire_neurological_and_neurogenerative_dis,,radio,"243. The man lifted the boy onto his bunk bed. Whose bunk bed?","correct, The boy's | incorrect, The man's",,,,,,,,LV,,,,
winograd_q_244,questionnaire_neurological_and_neurogenerative_dis,,radio,"244. The man lifted the boy onto his shoulders. Whose shoulders?","incorrect, The boy's | correct, The man's",,,,,,,,LV,,,,
winograd_q_245,questionnaire_neurological_and_neurogenerative_dis,,radio,"245. Patting her back, the woman smiled at the girl. Whose back did the woman pat?","correct, The girl's | incorrect, The woman's",,,,,,,,LV,,,,
winograd_q_246,questionnaire_neurological_and_neurogenerative_dis,,radio,"246. Stretching her back, the woman smiled at the girl. Whose back did the woman stretch?","incorrect, The girl's | correct, The woman's",,,,,,,,LV,,,,
winograd_q_247,questionnaire_neurological_and_neurogenerative_dis,,radio,"247. Billy cried because Toby wouldn't share his toy. Who owned the toy?","correct, Toby | incorrect, Billy",,,,,,,,LV,,,,
winograd_q_248,questionnaire_neurological_and_neurogenerative_dis,,radio,"248. Billy cried because Toby wouldn't accept his toy. Who owned the toy?","incorrect, Toby | correct, Billy",,,,,,,,LV,,,,
winograd_q_249,questionnaire_neurological_and_neurogenerative_dis,,radio,"249. Lily spoke to Donna, breaking her concentration. Whose concentration?","correct, Donna | incorrect, Lily",,,,,,,,LV,,,,
winograd_q_250,questionnaire_neurological_and_neurogenerative_dis,,radio,"250. Lily spoke to Donna, breaking her silence. Whose silence?","incorrect, Donna | correct, Lily",,,,,,,,LV,,,,
winograd_q_251,questionnaire_neurological_and_neurogenerative_dis,,radio,"251. When Tommy dropped his ice cream, Timmy giggled, so father gave him a stern look. Who got the look from father?","correct, Timmy | incorrect, Tommy",,,,,,,,LV,,,,
winograd_q_252,questionnaire_neurological_and_neurogenerative_dis,,radio,"252. When Tommy dropped his ice cream, Timmy giggled, so father gave him a sympathetic look. Who got the look from father?","incorrect, Timmy | correct, Tommy",,,,,,,,LV,,,,
winograd_q_253,questionnaire_neurological_and_neurogenerative_dis,,radio,"253. As Ollie carried Tommy up the long winding steps, his legs dangled. Whose legs dangled?","correct, Tommy | incorrect, Ollie",,,,,,,,LV,,,,
winograd_q_254,questionnaire_neurological_and_neurogenerative_dis,,radio,"254. As Ollie carried Tommy up the long winding steps, his legs ached. Whose legs ached?","incorrect, Tommy | correct, Ollie",,,,,,,,LV,,,,
winograd_q_255,questionnaire_neurological_and_neurogenerative_dis,,radio,"255. The father carried the sleeping boy in his arms. Whose arms?","correct, The father | incorrect, The boy",,,,,,,,LV,,,,
winograd_q_256,questionnaire_neurological_and_neurogenerative_dis,,radio,"256. The father carried the sleeping boy in his bassinet. Whose bassinet?","incorrect, The father | correct, The boy",,,,,,,,LV,,,,
winograd_q_257,questionnaire_neurological_and_neurogenerative_dis,,radio,"257. The woman held the girl against her chest. Whose chest?","correct, The woman's | incorrect, The girl's",,,,,,,,LV,,,,
winograd_q_258,questionnaire_neurological_and_neurogenerative_dis,,radio,"258. The woman held the girl against her will. Whose will?","incorrect, The woman's | correct, The girl's",,,,,,,,LV,,,,
winograd_q_259,questionnaire_neurological_and_neurogenerative_dis,,radio,"259. Pam's parents came home and found her having sex with her boyfriend, Paul. They were embarrassed about it. Who were embarrassed?","correct, Pam and Paul | incorrect, Pam's parents",,,,,,,,LV,,,,
winograd_q_260,questionnaire_neurological_and_neurogenerative_dis,,radio,"260. Pam's parents came home and found her having sex with her boyfriend, Paul. They were furious about it. Who were furious?","incorrect, Pam and Paul | correct, Pam's parents",,,,,,,,LV,,,,
winograd_q_261,questionnaire_neurological_and_neurogenerative_dis,,radio,"261. Dr. Adams informed Kate that she had cancer and presented several options for future treatment. Who had cancer?","correct, Kate | incorrect, Dr. Adams",,,,,,,,LV,,,,
winograd_q_262,questionnaire_neurological_and_neurogenerative_dis,,radio,"262. Dr. Adams informed Kate that she had retired and presented several options for future treatment. Who had retired?","incorrect, Kate | correct, Dr. Adams",,,,,,,,LV,,,,
winograd_q_263,questionnaire_neurological_and_neurogenerative_dis,,radio,"263. Dan had to stop Bill from toying with the injured bird. He is very compassionate. Who is compassionate?","correct, Dan | incorrect, Bill",,,,,,,,LV,,,,
winograd_q_264,questionnaire_neurological_and_neurogenerative_dis,,radio,"264. Dan had to stop Bill from toying with the injured bird. He is very cruel. Who is cruel?","incorrect, Dan | correct, Bill",,,,,,,,LV,,,,
winograd_q_265,questionnaire_neurological_and_neurogenerative_dis,,radio,"265. Jane gave Joan candy because she was hungry. Who was hungry?","correct, Joan | incorrect, Jane",,,,,,,,LV,,,,
winograd_q_266,questionnaire_neurological_and_neurogenerative_dis,,radio,"266. Jane gave Joan candy because she wasn't hungry. Who wasn't hungry?","incorrect, Joan | correct, Jane",,,,,,,,LV,,,,
winograd_q_267,questionnaire_neurological_and_neurogenerative_dis,,radio,"267. I tried to paint a picture of an orchard, with lemons in the lemon trees, but they came out looking more like light bulbs . What looked like light bulbs?","correct, The lemons | incorrect, The trees",,,,,,,,LV,,,,
winograd_q_268,questionnaire_neurological_and_neurogenerative_dis,,radio,"268. I tried to paint a picture of an orchard, with lemons in the lemon trees, but they came out looking more like telephone poles. What looked like telephone poles?","incorrect, The lemons | correct, The trees",,,,,,,,LV,,,,
winograd_q_269,questionnaire_neurological_and_neurogenerative_dis,,radio,"269. James asked Robert for a favor but he refused. Who refused?","correct, Robert | incorrect, James",,,,,,,,LV,,,,
winograd_q_270,questionnaire_neurological_and_neurogenerative_dis,,radio,"270. James asked Robert for a favor but he was refused. Who was refused?","incorrect, Robert | correct, James",,,,,,,,LV,,,,
winograd_q_271,questionnaire_neurological_and_neurogenerative_dis,,radio,"271. Kirilov ceded the presidency to Shatov because he was more popular. Who was more popular?","correct, Shatov | incorrect, Kirilov",,,,,,,,LV,,,,
winograd_q_272,questionnaire_neurological_and_neurogenerative_dis,,radio,"272. Kirilov ceded the presidency to Shatov because he was less popular. Who was less popular?","incorrect, Shatov | correct, Kirilov",,,,,,,,LV,,,,
winograd_q_273,questionnaire_neurological_and_neurogenerative_dis,,radio,"273. Emma did not pass the ball to Janie although she was open. Who was open?","correct, Janie | incorrect, Emma",,,,,,,,LV,,,,
winograd_q_274,questionnaire_neurological_and_neurogenerative_dis,,radio,"274. Emma did not pass the ball to Janie although she saw that she was open. Who saw that she was open?","incorrect, Janie | correct, Emma",,,,,,,,LV,,,,
winograd_q_275,questionnaire_neurological_and_neurogenerative_dis,,radio,"275. Joe saw his brother skiing on TV last night but the fool didn't recognize him. Who is the fool?","correct, Joe | incorrect, Joe's brother",,,,,,,,LV,,,,
winograd_q_276,questionnaire_neurological_and_neurogenerative_dis,,radio,"276. Joe saw his brother skiing on TV last night but the fool didn't have a coat on. Who is the fool?","incorrect, Joe | correct, Joe's brother",,,,,,,,LV,,,,
stroop_session_id,questionnaire_neurological_and_neurogenerativ_919a,"Questionnaire - Metadata",text,"Session ID",,,,,,,,,,,,," @READONLY"
stroop_started_at,questionnaire_neurological_and_neurogenerativ_919a,,text,"Questionnaire Started At",,,,,,,,,,,,," @READONLY"
stroop_recording_acoustic_task_id,questionnaire_neurological_and_neurogenerativ_919a,,text,"Acoustic Task ID",,,,,,,,y,,,,," @READONLY"
stroop_completed_at,questionnaire_neurological_and_neurogenerativ_919a,,text,"Questionnaire Completed At",,,,,,,,,,,,," @READONLY"
stroop_duration,questionnaire_neurological_and_neurogenerativ_919a,,text,"Questionnaire Duration (seconds)",,,,,,,,,,,,," @READONLY"
